Property Size (sqft),Number of Bedrooms,Number of Bathrooms,Construction Year,Furnished,Median Household Income,Unemployment Rate,Population Density,Nearby School Quality Score,Distance to City Center (km),Distance to Nearest Park (km),Air Quality Index,Public Transport Access,Regional Price Growth (%),Historical Price Volatility,Selling Price (in $)
1022,1,3,1981,Partially,82.55,5.86,8238,Good,28.14,8.24,60.0,Medium,8.21,5.19,525759.1856007961
4023,3,1,1992,Partially,103.87,2.92,8804,Good,24.82,6.92,69.0,Medium,4.67,6.76,889276.284423236
2129,1,3,1989,None,,4.68,7188,Average,21.58,1.89,133.0,High,11.1,8.7,673189.850225252
1816,4,1,2014,Partially,90.0,5.82,7042,Poor,45.93,2.97,116.0,Medium,7.31,8.98,570114.6885797329
3357,2,2,1984,Fully,67.1,2.08,9483,Good,1.47,5.51,93.0,High,-0.46,2.35,680492.2007034871
1624,2,2,2018,None,52.24,2.26,1815,Poor,3.62,6.29,144.0,High,0.81,1.81,417367.30214166903
3087,3,2,1999,Partially,72.18,2.44,3733,Good,25.13,0.82,155.0,Low,11.54,3.8,786888.851584784
1523,2,2,1961,Partially,67.7,6.31,550,Excellent,17.19,6.18,184.0,High,13.82,7.64,410386.5796816716
1878,2,2,2007,None,83.99,4.69,643,Excellent,21.0,7.39,143.0,Medium,5.96,8.14,621648.5308610913
3874,2,1,2012,Partially,72.04,9.14,4187,Good,49.89,1.9,103.0,High,2.71,4.45,599189.1710812128
2019,2,2,2022,None,94.89,6.47,6301,Good,38.98,2.54,131.0,High,7.5,3.79,1646887.7367538086
726,2,1,1998,Partially,48.91,8.08,5752,Poor,43.99,2.66,62.0,Medium,4.67,2.17,310397.46198346134
1391,4,2,1985,Fully,70.81,7.5,6118,Good,19.06,9.4,82.0,High,11.83,3.14,1497038.3228007248
4572,1,1,2003,None,80.59,6.16,4985,Good,12.74,4.13,184.0,Medium,11.66,1.91,834907.8079659838
2757,5,1,1996,Partially,60.37,7.96,7837,Average,38.63,5.35,60.0,Medium,4.12,3.73,560427.3320187111
3288,2,1,1981,Partially,88.58,6.36,8651,Good,40.57,7.27,119.0,High,11.09,7.09,761768.8828804657
896,5,3,2002,None,88.09,5.08,8616,Average,27.95,3.78,70.0,Medium,-1.14,2.16,562649.6184475307
2578,5,1,1981,Partially,68.53,5.49,4230,Good,44.9,1.14,81.0,High,2.48,3.89,638065.2405441958
4924,4,1,2011,None,114.73,8.71,9440,,48.4,6.58,182.0,Medium,-3.41,5.76,1021702.5518714988
3737,2,2,1986,None,58.23,6.51,9566,Average,24.08,6.71,155.0,High,11.16,3.94,1221591.3925729727
4393,5,1,1987,Fully,54.8,5.02,3444,Excellent,11.91,2.68,142.0,Medium,14.5,4.96,823244.1978797031
2505,2,1,1979,Fully,67.89,3.44,5303,Good,26.34,0.45,84.0,Medium,6.54,5.47,537169.4200003523
2516,3,3,2007,Fully,77.85,5.96,1708,Good,49.49,6.69,96.0,Medium,10.33,7.98,625235.480969232
3671,3,2,1981,None,50.8,4.02,4233,Good,15.35,7.06,61.0,High,3.03,8.59,670001.3485276154
3168,3,3,2015,Fully,84.29,9.64,713,Average,31.26,0.36,86.0,Low,6.23,2.73,637437.5919745071
2378,5,3,2000,Partially,111.9,5.93,7066,Good,35.01,6.96,93.0,High,1.95,4.32,848556.0861926362
1696,3,3,1960,Fully,,2.07,2318,Good,11.48,9.4,71.0,Medium,8.94,6.18,463590.86775506905
2272,4,1,2008,Partially,77.95,2.74,3994,Good,29.83,1.87,188.0,Medium,-0.08,5.49,569788.1743710336
661,4,3,1969,Partially,89.37,4.27,985,Good,16.41,5.26,136.0,High,-1.94,1.72,466789.8000461343
4476,5,3,1986,None,86.49,2.74,8044,Poor,42.86,7.0,104.0,Low,12.97,4.1,889079.4305010082
2251,2,2,2022,Partially,107.38,9.15,3515,Poor,36.02,2.38,59.0,Medium,12.29,3.05,603821.5280970411
1275,1,2,1998,Partially,67.96,8.83,3979,Good,41.49,7.54,166.0,Medium,11.7,4.76,348023.6503331514
1439,2,2,1968,None,104.79,9.77,7429,Excellent,10.78,8.69,129.0,Medium,11.43,4.04,627775.0685903903
3720,2,2,2004,Partially,74.1,7.65,6914,Good,2.69,8.16,125.0,High,9.59,7.26,778002.9457065843
1039,2,3,1989,None,67.35,7.16,5716,Excellent,42.68,2.66,137.0,Medium,12.5,4.61,434015.4743495371
1961,2,2,1956,Partially,103.19,9.39,5437,Good,19.95,8.06,146.0,High,-0.8,3.17,616045.2354211967
855,1,1,1954,Partially,69.48,9.57,3618,Excellent,9.81,4.19,67.0,High,12.41,6.58,263942.31514951884
4104,3,3,1991,None,91.07,9.02,1163,Average,5.5,2.74,,High,13.36,7.54,948800.659729017
3823,2,2,1997,Partially,67.61,8.89,1523,Excellent,26.31,1.76,134.0,High,9.32,1.97,1358248.9892342903
734,4,3,1956,Fully,55.89,7.37,6816,Poor,8.36,9.1,114.0,Low,6.99,3.26,372403.2565792922
2048,5,2,1960,Fully,55.93,2.01,4942,Excellent,28.77,4.33,172.0,Low,-0.28,2.88,586600.9856030658
2596,5,3,2022,None,85.58,5.44,736,,36.64,8.67,157.0,Medium,12.32,2.81,696539.3957842208
4713,4,2,1998,None,59.04,7.09,7186,Poor,27.22,1.68,172.0,Low,6.54,9.12,817118.581663921
2601,2,1,1979,Partially,71.85,6.38,3843,Good,45.28,7.69,80.0,Medium,7.21,2.13,566124.1125468711
2173,1,2,1990,None,65.26,8.57,7050,Poor,8.62,1.19,196.0,Medium,7.13,8.84,459448.5454166436
2600,3,3,1952,Partially,61.82,8.55,2625,Good,25.2,0.27,138.0,Low,12.34,4.55,575435.4106122841
4157,5,3,1989,Partially,63.65,6.79,8458,Poor,9.0,9.95,162.0,High,-2.26,6.77,830878.1125186076
4096,3,1,2000,None,78.11,2.18,3717,Poor,43.92,0.83,67.0,High,-3.77,4.97,745775.0862881339
4248,1,3,1981,None,30.33,4.95,2455,Excellent,46.68,4.67,119.0,High,-0.52,6.39,578796.1635854346
3673,5,1,1997,Partially,87.66,3.83,6655,Average,20.6,8.8,56.0,Medium,4.84,5.96,880685.8154636831
2315,3,3,2020,Fully,55.58,4.71,8427,Excellent,15.98,8.21,50.0,Low,4.39,4.9,431755.1456112637
4341,1,3,2020,Fully,57.49,6.94,728,Good,14.69,4.76,151.0,Low,5.24,3.48,802228.4061797034
2505,3,1,1969,None,53.34,2.53,5438,Excellent,43.13,6.15,148.0,Medium,-2.71,9.38,499422.15781872795
4993,2,3,1984,None,,2.18,5560,Excellent,34.44,6.33,136.0,Medium,10.86,9.24,917008.4931023007
1174,1,3,1973,Partially,,5.49,7315,Average,44.15,1.19,129.0,Low,1.04,1.64,528517.1006738166
886,3,1,1989,None,72.97,8.35,3386,Good,6.76,2.92,108.0,High,13.26,3.01,418862.7317996738
2658,2,2,2001,None,81.55,2.25,7374,Average,24.33,3.08,83.0,Medium,11.8,6.17,606485.1975660387
3161,2,1,1988,None,83.08,8.79,8105,Good,34.13,3.84,188.0,Medium,-3.73,9.82,675040.4170641041
2564,1,3,2017,Fully,86.12,5.07,3319,Poor,44.96,2.81,57.0,High,-3.93,7.55,669373.4278147954
4351,4,2,2010,Partially,59.95,2.95,3489,Excellent,19.72,2.59,137.0,Low,7.58,8.37,865704.5163542918
3753,5,2,2014,Partially,98.9,6.54,9778,Excellent,16.34,3.61,,Medium,-3.45,3.83,940001.5430181767
4766,1,2,2011,Fully,69.99,9.62,7638,Average,45.74,3.85,192.0,Medium,6.44,2.97,670093.9841903145
1239,2,1,1951,None,79.22,6.34,2493,Average,3.33,4.92,77.0,High,-3.42,3.03,534592.0358590505
1901,2,2,1955,None,72.75,7.49,3545,Average,24.5,1.82,191.0,Medium,4.59,5.35,490432.29125431355
3759,1,2,1992,Partially,68.32,8.53,6693,Good,23.47,7.9,139.0,Medium,3.38,8.73,653092.0685994783
2777,4,2,1989,None,89.09,8.39,3805,Good,8.16,8.62,106.0,Medium,6.82,2.95,736510.8505618223
4404,5,3,1988,Partially,84.53,2.58,2492,Excellent,20.35,2.56,86.0,High,2.12,6.13,1011827.6777705016
4423,3,1,1977,Partially,42.21,7.93,4099,Good,36.41,1.32,51.0,Medium,-2.2,8.28,617491.2487707372
4714,1,1,2012,Partially,81.29,9.6,4087,Good,18.98,7.25,83.0,Medium,11.84,5.5,816670.8201344262
3727,5,3,2013,Fully,106.46,7.61,1805,Good,16.17,9.25,107.0,Medium,0.99,4.75,853136.2957804862
3331,5,2,1961,Partially,77.79,8.69,6863,,39.31,0.45,122.0,Medium,-3.65,4.12,625822.6563880334
4258,2,3,1990,Partially,67.34,5.88,5967,Average,49.45,0.24,157.0,High,5.01,6.4,706856.245138584
3012,3,3,1978,None,69.25,4.55,4959,Average,39.19,1.92,166.0,Low,12.55,8.36,718910.8067141626
2651,1,2,1972,Partially,66.57,7.41,5587,Good,42.47,6.88,165.0,Medium,0.61,9.97,581665.3838017703
4175,2,2,2000,Partially,57.76,5.94,1419,Good,47.04,9.65,163.0,High,4.02,8.82,672012.7282069221
3245,2,1,1994,Fully,72.23,9.16,8733,Excellent,40.29,7.53,79.0,High,3.05,5.07,612412.0129866364
4366,4,2,1971,None,72.16,9.8,1782,Excellent,49.04,5.77,132.0,High,-4.03,1.71,729768.1315329332
4264,5,3,1959,Partially,84.0,8.56,6609,Average,37.62,7.04,156.0,High,12.37,2.08,786044.739726296
2722,1,3,1956,None,67.16,9.94,2620,Average,33.41,2.38,108.0,Medium,10.18,1.26,501885.83514486154
3292,1,2,2022,Partially,105.16,4.79,4996,Average,34.97,6.92,169.0,Medium,-3.08,4.26,809433.4561383771
2197,1,1,1964,Partially,60.95,9.17,3650,Excellent,45.1,3.28,192.0,High,-2.36,5.33,345666.2117324064
3962,2,3,1995,None,77.21,4.64,5806,Poor,34.47,2.3,199.0,Low,-4.79,8.39,671778.8576508304
4563,4,2,2010,Partially,63.79,2.94,2333,Excellent,38.3,2.44,124.0,Low,14.71,1.77,789676.4168066191
2024,3,1,2010,Partially,,6.97,8223,Average,11.58,6.71,142.0,Medium,3.32,3.05,418768.97586981696
532,2,1,2000,Partially,70.81,5.64,6378,Good,45.72,7.7,137.0,High,13.61,5.6,353031.1099907888
4525,3,3,1987,Partially,,9.37,5509,Excellent,22.91,5.86,132.0,Low,3.4,8.65,866348.5282720122
3066,4,3,1961,None,87.04,5.94,4362,Good,8.89,0.73,104.0,High,-2.92,1.79,766568.6253259163
3303,5,1,2015,Fully,68.02,9.42,628,Excellent,40.19,0.48,182.0,High,1.87,3.19,653054.1047347449
4396,1,1,2003,Partially,52.55,2.63,1845,Good,18.46,2.25,106.0,High,3.36,5.9,746548.7396471233
4209,3,1,1988,Fully,95.54,8.64,7869,Poor,10.02,2.94,102.0,High,-1.47,3.92,872668.2904296764
1219,2,2,1988,Fully,60.34,8.07,7632,Good,13.56,4.11,50.0,High,-3.93,9.93,403661.7243290546
1472,3,3,1979,Partially,71.3,7.76,5142,Average,2.71,0.85,109.0,Medium,1.33,5.07,465348.3353693766
4218,5,1,1997,Fully,75.83,4.84,3723,Average,5.44,7.28,125.0,Low,5.79,9.2,829702.3592939046
4902,1,3,1980,Partially,73.47,8.27,3976,Average,30.04,7.14,95.0,Low,0.11,9.47,882638.8931265376
2707,3,3,1974,Fully,53.82,5.87,5597,Good,43.44,3.53,53.0,Medium,14.17,3.33,558451.3665047449
4926,5,3,2017,Partially,87.93,7.72,8947,Poor,22.98,5.67,64.0,Medium,4.63,3.94,1034102.3719894253
4820,2,1,2000,Fully,32.73,6.42,6222,Excellent,31.68,1.1,130.0,High,-2.39,3.92,697331.2136239116
3530,4,2,1962,Fully,89.7,3.26,5246,Good,40.68,4.21,165.0,High,3.27,4.93,682936.166217254
4075,2,1,2012,None,92.35,2.52,3911,Average,18.48,8.59,61.0,Medium,9.15,1.57,871038.9102751279
3616,1,3,1991,Partially,88.55,4.93,575,Excellent,33.06,6.64,,Medium,4.74,8.27,771539.3391879076
3785,2,1,2003,None,70.44,9.46,4111,Average,18.17,1.13,126.0,Medium,1.62,2.18,598299.2548669279
1143,2,1,2016,Fully,76.94,6.24,8501,Good,32.49,8.49,79.0,High,-2.87,9.04,297849.91910074756
694,2,3,2005,None,64.96,8.42,9196,Excellent,11.66,6.84,183.0,Medium,4.19,6.19,340379.07147399464
4496,2,3,1968,Partially,76.03,6.61,3892,Good,48.91,4.59,122.0,Medium,-3.05,5.33,774219.6921279965
988,1,1,1995,Fully,84.44,9.66,5611,Poor,4.73,6.95,99.0,Low,2.42,6.95,475607.89582862594
2704,5,1,1964,None,58.57,4.96,6619,Average,25.76,1.81,179.0,Medium,-2.68,9.4,529736.2812925775
3157,3,1,1981,None,72.99,2.46,2894,Good,15.03,5.55,55.0,High,8.52,3.67,789564.0246711068
3776,4,1,1998,Partially,67.84,8.25,1916,Excellent,30.44,6.22,124.0,High,10.45,3.43,744345.0313498105
1602,3,2,1970,Partially,,7.64,8343,Good,21.99,9.28,139.0,High,-0.13,4.33,564869.5465673419
1741,3,1,2014,Partially,60.88,6.22,8931,Good,16.03,0.76,,High,-3.51,5.38,471428.49551782274
1015,4,2,2019,Partially,84.39,4.61,6553,Average,13.25,3.81,126.0,High,1.94,1.68,602568.419905079
892,1,3,1976,Partially,74.21,3.51,2277,Poor,9.94,9.37,125.0,High,6.21,7.12,428956.64038511366
1130,4,2,1972,None,73.14,5.86,6814,Average,39.36,2.25,132.0,Medium,10.36,5.69,439196.59602651774
4216,1,3,1996,Partially,84.84,7.33,6264,Good,11.89,8.15,67.0,Low,3.06,5.86,875524.3227052415
2347,3,2,1961,Partially,69.24,6.63,4658,Excellent,38.9,0.12,196.0,Medium,2.32,3.25,490840.195650059
3155,1,3,2015,Partially,76.55,5.5,4646,Excellent,24.77,0.36,61.0,Medium,13.17,8.57,687914.3567750134
1479,5,1,1954,None,91.67,6.32,3131,Good,4.54,3.34,101.0,High,3.99,4.58,593108.9630371494
3902,4,2,1958,None,63.35,2.86,5940,Good,9.11,7.71,,High,3.94,6.87,832914.1221421862
4371,5,2,1969,Fully,79.06,7.57,3889,Average,44.75,1.13,149.0,High,3.2,3.16,820330.007572456
777,3,3,2012,Partially,,7.87,9906,Good,30.54,3.89,71.0,High,2.26,8.35,501175.99746771355
732,4,3,2021,Partially,82.0,2.09,1169,Excellent,10.03,1.4,151.0,Low,9.57,3.7,505663.78976972826
2052,3,2,2022,Partially,94.22,4.16,4061,Good,35.48,2.31,111.0,Medium,0.64,9.3,539752.316778384
3770,5,3,2020,Partially,73.2,2.74,6733,Poor,41.34,5.08,91.0,High,2.58,5.09,838611.2609693005
2909,3,1,1979,None,85.07,9.99,6041,Average,17.2,3.26,116.0,Medium,0.65,2.31,629453.7653856892
4012,4,2,1965,None,91.54,6.75,8158,Excellent,28.27,2.2,186.0,Medium,6.41,6.5,866759.680962375
525,4,1,1954,Partially,49.63,5.73,9307,Average,15.38,4.0,192.0,Low,14.21,6.01,340540.96599904244
960,3,2,1978,Partially,68.9,5.7,5158,Good,4.92,7.04,143.0,High,2.81,4.79,493556.969968962
4264,4,1,1996,Partially,80.69,9.72,7921,Good,20.58,1.28,171.0,Medium,14.36,8.38,904576.3240091598
3931,4,2,1971,Fully,88.81,7.28,9822,Good,37.82,4.85,144.0,Low,8.13,4.79,819992.3433589918
3983,3,3,2006,None,78.65,3.35,7961,Good,23.48,2.82,176.0,Low,10.91,2.23,783523.2303839659
2494,5,2,1984,Partially,95.95,5.59,6130,Good,20.86,3.85,71.0,High,1.66,1.26,621863.2099098875
990,4,1,2009,Partially,66.99,8.19,5855,Average,18.93,8.23,103.0,Medium,-0.51,9.03,389975.549534469
1572,4,2,2019,None,56.48,5.39,8512,Good,23.49,9.3,174.0,Low,6.54,5.2,335863.0591963267
3673,4,1,2009,Fully,86.92,4.48,4951,Excellent,16.59,2.51,107.0,Medium,14.82,6.07,770185.4298503846
715,4,1,2007,None,73.31,9.93,3164,Good,31.0,6.34,148.0,Low,9.2,2.03,378121.44376323576
2223,3,1,1952,None,62.43,9.49,5362,Average,4.11,6.8,68.0,Medium,8.63,5.4,626869.0178451169
2092,5,3,1983,None,100.63,9.53,8995,Average,40.56,8.44,191.0,Medium,4.0,5.8,652363.3518934757
3106,5,2,1994,Fully,86.2,3.05,2015,Good,9.49,9.0,71.0,Low,12.59,5.19,849939.1667116848
658,1,1,1999,Partially,84.77,3.87,1083,Excellent,32.04,4.73,190.0,Medium,8.94,9.59,385514.66971622634
3813,4,3,1951,Fully,,5.54,9058,Excellent,23.04,9.83,172.0,High,8.5,6.14,900115.3025905808
3341,4,1,1964,Partially,69.19,8.66,9150,Good,38.9,9.71,105.0,High,0.85,9.77,695327.3633377872
2276,1,2,1986,None,96.2,7.89,619,Excellent,41.48,5.11,91.0,Low,14.15,2.38,639920.4614628522
2552,5,3,1964,Fully,81.28,8.8,3784,Good,11.01,5.47,115.0,High,0.01,9.23,685546.6179000542
2795,2,1,2009,Partially,66.16,9.37,8408,Average,34.18,6.71,83.0,Low,5.47,5.98,613541.9948909776
2196,2,1,2013,Partially,74.9,8.25,3754,Good,10.31,3.8,78.0,High,1.79,3.67,524474.7004060005
3493,5,1,2001,None,77.8,4.09,4959,Average,7.08,6.65,85.0,Low,-1.38,7.71,732103.2232186799
2969,4,2,1972,Partially,91.69,4.28,6065,Average,46.58,5.19,167.0,Low,-2.12,6.01,660921.3785950491
2446,2,3,1986,Partially,54.75,4.82,2468,Excellent,9.06,0.45,58.0,Low,0.86,6.18,552850.9794305839
4309,3,3,1990,Partially,48.77,4.42,3031,Average,12.18,8.54,134.0,High,8.78,2.55,760793.0643428266
3283,3,3,2006,None,63.19,3.99,9543,Excellent,7.39,9.41,91.0,Low,14.5,7.12,1604086.1397781768
4144,1,1,1974,Partially,73.98,8.02,6889,Average,24.04,0.36,116.0,Medium,12.07,3.65,733935.2948013557
3000,5,3,1986,Partially,85.72,2.27,2429,Excellent,46.06,7.91,56.0,High,-0.64,4.2,719296.5798866288
4145,5,1,1989,Fully,68.13,7.83,2443,Good,13.94,3.92,72.0,Low,-3.43,9.16,817192.5687996744
3145,2,2,1995,Partially,81.26,8.59,9455,Good,27.55,5.9,72.0,High,8.73,2.62,730855.4857808889
2849,4,3,2009,None,99.05,2.53,3796,Excellent,21.16,5.05,65.0,High,-4.4,8.98,631270.4886965646
2432,5,1,1968,None,49.51,2.49,5776,Excellent,17.46,5.56,118.0,Medium,12.18,5.5,472519.50617364043
3794,2,3,1958,Fully,72.96,4.28,6225,Good,29.04,5.0,62.0,Medium,11.51,2.61,819166.7594214951
2257,2,3,2018,Partially,111.29,3.67,1401,Good,28.39,8.55,59.0,Low,10.87,8.3,719356.2983624598
1616,5,2,1954,Fully,64.34,6.65,6465,Average,18.61,6.87,108.0,High,6.05,6.87,561473.581414702
3067,2,3,1975,None,62.75,7.4,3756,Excellent,42.68,4.19,51.0,High,14.47,4.12,540664.6997655005
3999,1,2,1968,Partially,82.82,7.07,6006,Good,3.61,6.92,178.0,Low,4.17,3.71,810349.212963036
992,1,3,1979,None,67.05,4.86,9433,Good,5.18,9.65,103.0,High,14.73,4.79,382094.0515084856
3806,5,3,1997,None,91.14,5.99,4053,Good,49.55,0.9,68.0,High,12.64,2.23,850772.164667457
1119,4,3,1965,None,112.13,7.12,7932,Average,37.64,3.94,146.0,Low,-2.47,8.28,595910.4641427567
3732,1,3,2020,None,76.12,2.96,2193,Good,40.39,8.72,77.0,Medium,12.9,3.51,648932.9841566028
4323,1,3,1967,Fully,116.07,3.84,6995,Average,30.53,7.42,182.0,High,1.1,8.44,974495.5677280166
2880,5,3,2005,None,68.21,9.12,2629,Good,21.57,9.36,125.0,Low,10.37,7.58,705947.1499962261
2046,3,2,1970,None,72.49,4.74,4511,Excellent,31.83,0.49,68.0,Low,-5.0,9.48,546465.8494914996
4063,2,2,1980,Partially,60.6,8.41,3752,Average,5.54,8.64,153.0,Low,0.52,1.89,705566.799245418
2105,1,1,1950,None,68.25,4.01,1865,Good,38.13,7.94,91.0,High,10.17,4.14,533837.5243013607
4252,3,3,1952,None,71.42,2.33,8887,Good,27.5,8.17,84.0,High,14.45,6.61,861050.2706586816
2390,4,2,1974,None,81.21,6.0,6703,Excellent,47.88,6.01,58.0,High,-1.58,8.73,598804.132122154
1775,3,3,1957,Fully,56.31,9.14,650,Good,32.24,0.61,88.0,High,4.19,2.4,394953.79842504614
3243,5,3,2014,Partially,67.24,8.55,5680,Good,8.43,5.44,87.0,Medium,6.74,8.75,833276.586374659
2993,4,2,2011,Fully,67.62,4.02,5023,Excellent,24.4,4.14,64.0,Medium,14.05,1.6,675712.6482525523
856,4,3,1956,None,88.4,9.28,7594,Good,3.83,5.32,158.0,High,4.07,5.27,626050.7158388864
1369,3,2,1956,None,76.75,5.84,830,Average,37.53,7.43,139.0,Medium,13.67,1.76,451752.5748434479
1385,5,2,1957,Partially,76.75,2.39,3824,Average,25.59,6.0,174.0,Low,14.56,2.35,540653.5219824758
2501,1,1,1968,Partially,76.25,2.22,9581,Average,19.11,3.0,109.0,High,13.83,7.97,577093.6278469443
1783,3,1,1966,None,48.83,5.88,1454,Average,48.46,6.04,111.0,Medium,9.97,1.17,387995.2599269371
1119,1,1,1960,Partially,99.11,6.37,7900,Average,47.09,0.92,80.0,Medium,-2.48,6.0,458749.5118204063
1382,3,1,1998,Partially,61.13,2.64,4949,Poor,47.69,0.15,79.0,High,7.05,1.88,410909.4243460992
1296,1,3,1960,None,88.35,9.38,6860,Good,11.83,4.08,115.0,Medium,10.07,8.3,524281.12203161954
4142,3,3,1990,Fully,71.62,7.75,2544,Good,36.7,7.6,56.0,High,14.1,8.27,800541.7225978479
3925,4,1,2011,Fully,65.83,8.41,6145,Excellent,47.32,8.24,161.0,High,10.56,7.33,705508.124798047
1796,2,2,2001,None,90.66,6.67,7054,Good,28.97,5.54,152.0,Low,5.78,7.8,498473.57388599473
744,4,2,2015,Partially,57.09,7.31,4099,Excellent,11.49,8.69,160.0,High,-0.9,6.32,309979.4782446915
3395,1,2,2017,None,58.36,5.1,7374,Good,41.07,1.35,87.0,Medium,4.14,5.37,523444.9151829302
1429,5,2,2016,Partially,77.36,7.43,7541,Good,44.12,9.64,196.0,Low,7.77,4.69,529998.9647383357
1019,4,3,1989,Fully,77.81,9.83,5510,Poor,35.46,9.23,186.0,High,1.49,6.95,485535.95951123245
3712,2,2,1954,Partially,87.29,7.18,4490,Poor,15.38,6.03,135.0,Medium,4.13,4.45,766449.2747469527
2909,1,2,1971,Partially,85.75,4.73,8348,Average,10.34,0.68,183.0,Medium,-4.65,1.03,713770.1156189304
507,4,1,1986,Partially,73.96,4.28,6145,Good,31.59,4.6,128.0,Medium,12.58,1.91,364126.6529410586
3025,3,2,1960,Partially,,9.71,2075,Average,24.66,1.87,197.0,High,-4.3,6.87,680920.9250883568
3923,5,3,1993,Partially,72.82,3.48,5519,Average,33.77,6.32,79.0,High,3.19,4.28,950185.7872203244
2519,1,2,2002,Partially,96.27,8.45,7223,Poor,6.47,1.98,67.0,High,5.22,9.91,756529.688066459
4782,4,2,2010,Fully,60.27,5.72,6254,Average,7.66,4.87,199.0,High,14.45,4.19,922339.8983977772
4167,1,3,2016,Partially,75.47,5.55,2713,Good,18.78,2.14,137.0,Medium,13.7,1.98,888750.4013267742
4171,3,1,1962,Fully,86.54,7.98,1726,Excellent,13.68,1.9,144.0,Low,7.93,3.96,885837.2844979995
3301,2,3,1960,Fully,91.65,3.18,9055,Poor,31.35,2.55,67.0,Medium,6.68,7.18,831789.2563609028
585,4,1,1960,Fully,64.98,5.73,2447,Excellent,19.01,0.39,110.0,High,2.33,5.75,675701.7754534888
3615,1,2,1956,Fully,60.44,2.29,6044,Good,34.51,7.19,131.0,Low,-4.18,6.49,695004.754746479
4732,1,1,1966,None,56.38,7.36,5253,Good,38.67,3.14,127.0,Medium,0.35,2.0,667155.2273808952
2968,1,1,1997,Fully,69.86,2.47,4132,Excellent,10.17,7.01,184.0,Medium,11.95,8.44,715725.7790237825
4119,2,1,1963,Fully,78.81,2.7,6088,Poor,46.07,6.57,184.0,Medium,7.97,9.12,701856.4362459057
2136,1,2,2012,None,67.92,8.76,7158,Good,39.57,0.75,114.0,Low,11.29,2.31,483657.3933253861
4083,5,1,2013,Partially,85.49,5.54,9966,Excellent,31.71,3.19,89.0,Medium,11.74,6.64,828518.8454534983
4509,5,1,2014,Partially,74.02,3.61,5327,Poor,45.54,5.71,165.0,Medium,-3.76,3.07,800380.5066388627
3826,1,2,1983,Partially,84.14,6.74,6638,Good,14.03,9.19,73.0,Medium,1.74,2.64,808445.219757852
2718,5,3,1958,Partially,77.21,6.15,6479,Average,21.66,4.07,59.0,Medium,8.52,2.84,636587.0775279631
2717,4,3,1986,Partially,49.72,5.29,9701,Good,5.2,5.1,186.0,High,12.06,5.69,614910.7885737905
2869,5,3,1979,Fully,57.75,9.24,5886,Average,23.35,7.53,88.0,Low,11.03,8.97,711308.2301436828
4138,1,2,1990,None,92.36,8.0,5787,Good,25.81,8.05,180.0,High,3.44,8.37,807188.7051042406
3003,3,2,1994,Fully,60.95,3.21,9387,Good,31.19,9.24,,Medium,13.64,2.29,658002.1293081724
1443,4,3,1996,Fully,87.78,6.57,5117,Good,4.14,5.02,118.0,Medium,1.01,5.59,512366.53904312267
3337,2,1,1956,Partially,76.89,2.71,2884,Poor,2.59,2.02,56.0,High,2.52,2.36,692640.304047659
3160,1,3,1963,Partially,60.23,3.96,7296,Excellent,21.57,7.67,189.0,Low,-1.37,4.94,1912847.5437908282
3436,2,2,1997,Partially,86.24,9.28,4105,Good,10.27,1.34,72.0,High,-0.46,6.06,716579.4631679396
4944,3,1,1955,None,67.83,5.7,7533,Average,38.18,4.24,138.0,Medium,-4.83,8.3,793454.1943974559
4447,2,1,1983,None,,9.14,7247,Good,33.77,6.32,,Medium,1.17,8.75,769977.150396222
2176,1,2,1995,None,71.85,3.33,9344,Average,16.97,6.95,127.0,High,1.13,1.25,524803.8755651563
1696,1,1,2008,Fully,34.44,3.64,8436,Average,3.24,7.36,114.0,High,-3.65,7.2,195122.80630404805
4605,3,3,2019,None,85.11,4.82,1258,Excellent,9.94,2.02,135.0,High,1.81,4.69,966500.8958720339
3287,1,2,1957,Partially,86.51,4.93,1779,Excellent,34.89,9.82,77.0,Low,1.03,5.45,744227.1865811246
1961,3,2,1973,Fully,67.59,7.96,941,Poor,49.52,1.87,107.0,Medium,10.98,3.0,516777.7972730682
3818,3,2,2016,Partially,84.64,6.8,6728,Good,17.0,1.05,67.0,Medium,-1.88,1.31,816894.8361893622
1166,1,2,1953,None,61.92,6.43,8216,Good,40.3,6.67,159.0,Medium,9.5,8.52,328449.50269722316
2676,5,1,1950,Fully,62.23,6.82,4693,Average,43.49,9.11,170.0,High,-2.4,3.08,571958.1176640383
4243,3,2,1983,Partially,78.59,7.86,4470,Good,3.36,5.64,93.0,Low,4.92,8.92,830062.4053761886
1100,1,2,1958,None,64.56,9.14,2026,Average,45.89,6.0,113.0,Low,9.73,1.63,376758.38773977035
3152,5,1,2012,Fully,73.06,5.32,690,Good,23.84,5.43,86.0,Low,7.13,4.68,764957.3479629036
4922,3,2,1959,Partially,60.91,8.42,2373,Average,48.25,0.52,52.0,Low,7.92,7.68,862387.7229805159
4324,5,1,1959,Partially,55.73,5.96,8458,Good,27.39,6.84,63.0,Medium,-0.87,3.31,754619.8416438777
4406,4,1,1999,Partially,78.12,7.78,7868,Good,12.52,3.65,184.0,High,11.55,9.71,786843.4950093095
1479,4,2,1993,Fully,78.26,9.0,7989,Average,48.76,9.36,194.0,High,14.04,6.74,476088.4600812797
2951,5,3,1997,Partially,75.29,2.26,8368,Good,12.92,1.95,132.0,Low,-1.91,2.96,754672.0352338327
